code,title,genre,age,openDate,rate,participate,actors,story,,,,,,,,,,,,,
209097,신조무림 : 네이버 영화,판타지,,,,,,,,,,,,,,,,,,,
209098,신조영웅 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
203668,신해석 삼국지 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
196974,실: 인연의 시작 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
199916,실랏 : 옹박의 후예 : 네이버 영화,액션,, 2021.07.01,,,,알리,,,,,,,,,,,,,
201959,실종: 사라진 사람들 : 네이버 영화,스릴러,,,,,,,,,,,,,,,,,,,
193503,실크 로드 : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
194666,십개월의 미래 : 네이버 영화,드라마,12세 관람가, 2021.10.14,8.11,199,최성은,,,,,,,,,,,,,,
69325,십계 : 네이버 영화,애니메이션,전체 관람가,,,,,,,,,,,,,,,,,,
189106,싱크로닉 : 네이버 영화,판타지,,,,,,,,,,,,,,,,,,,
188472,싱크홀 : 네이버 영화,드라마,12세 관람가, 2021.08.11,6.36,9,,,,,,,,,,,,,,,
211301,싸나희 순정 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
210264,싸반 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
172189,써니 : 네이버 영화,드라마,15세 관람가, 2021.05.26,8.65,40,시노하라 료코,,,,,,,,,,,,,,
204781,썰 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
204875,아-하: 테이크 온 미 : 네이버 영화,다큐멘터리,,,,,,,,,,,,,,,,,,,
206657,아네트 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
185410,아담 : 네이버 영화,드라마,12세 관람가, 2021.08.25,7.56,18,루브나 아자발,,,,,,,,,,,,,,
210283,아담스 패밀리 2 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
195694,아들의 이름으로 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
201721,아리아 : 더 크레푸스콜로 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
144093,아리아 : 디 아베니레 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
205174,아메리칸 히트맨 : 네이버 영화,액션,청소년 관람불가, 2021.07.29,,,커크 카우에트,,,,,,,,,,,,,,
184366,아무도 없는 곳 : 네이버 영화,드라마,15세 관람가, 2021.03.31,6.82,374,연우진,,,,,,,,,,,,,,
192089,아버지의 길 : 네이버 영화,드라마,12세 관람가, 2021.09.30,8.72,29,고란 보그단,세르비아의 작은 시골마을.<br/>부당해고를 당해 일용직으로 근근이 하루를 살아가고 있는 두 아이의 아버지 니콜라.<br/>가난과 배고픔을 견디다 못한 아내는 회사에 대한 분노로 극단적인 행동을 하게 되고,,,,,,,,,,,,,
202352,아수라도 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
194856,아야와 마녀 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
201906,아웃브레이크 : 네이버 영화,스릴러,15세 관람가, 2021.07.29,,,줄리 리브리턴,,,,,,,,,,,,,,
198626,아워 미드나잇 : 네이버 영화,드라마,12세 관람가, 2021.11.11,7.94,33,이승훈,,,,,,,,,,,,,,
194463,아이 : 네이버 영화,드라마,15세 관람가, 2021.02.10,9.13,908,김향기,,,,,,,,,,,,,,
186586,아이 씨 유 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
188998,아이 엠 우먼 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
203468,아이들은 즐겁다 : 네이버 영화,드라마,전체 관람가, 2021.05.05,9.36,244,이경훈,,,,,,,,,,,,,,
205966,아이스 로드 : 네이버 영화,스릴러,12세 관람가, 2021.07.21,7.34,350,리암 니슨,,,,,,,,,,,,,,
205303,아이윌 송 : 네이버 영화,,12세 관람가, 2021.07.01,,,함은정,,,,,,,,,,,,,,
174772,아이카 : 네이버 영화,드라마,12세 관람가, 2021.03.25,9.18,22,사말 예슬라모바,더 나은 삶을 꿈꾸며 모스크바로 온 20 대 이주여성 아이카.<br/>어렵게 얻은 일자리를 지키기 위해 아기를 낳고 첫 젖을 물리기도 전에 병원에서 도망친다.<br/>아픈 몸을 이끌고 일터로 복귀하지만 월급은 떼이고 다시 새로운 일을 구해야 한다.<br/>일을 찾아 헤매는 거리에 무겁게 쌓인 눈처럼 고단한 매일이 그녀를 짓누른다.,,,,,,,,,,,,,
195073,아일로 : 네이버 영화,다큐멘터리,,,,,,,, 레밍, 토끼 등 <br/>때론 적이고 때론 친구가 되는 다양한 동물들과 만난다.<br/><br/>수많은 포식자의 위협과 예측 불허 상황 속에서 <br/>엄마의 도움으로 살아남는 법을 배우며, <br/>아일로도 어른 순록으로 성장한다.,,,,,,,,,
202673,아임 유어 맨 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
204622,아포칼립스: 인류 최후의 날 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
195622,아홉수 로맨스 : 네이버 영화,멜로/로맨스,12세 관람가, 2021.02.24,8.21,86,조한나,,, 청춘의 끝? 아니 새로운 시작! 너랑 안 만나면 좋은 일이 생길 거야!,,,,,,,,,,,
201702,악인은 너무 많다 2: 제주 실종사건의 전말 : 네이버 영화,느와르,,,,,,,,,,,,,,,,,,,
195699,알파 테스트 : 네이버 영화,SF,,,,,,,,,,,,,,,,,,,
194830,암모나이트 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
191929,암살자들 : 네이버 영화,다큐멘터리,15세 관람가, 2021.08.12,8.8,69,,2017년 02월 13일,,,,,,,,,,,,,
209598,애프터: 관계의 함정 : 네이버 영화,멜로/로맨스,15세 관람가, 2021.10.27,7.29,152,조세핀 랭포드,,,,,,,,,,,,,,
196473,애플 : 네이버 영화,드라마,12세 관람가, 2021.05.26,7.84,69,알리스 세르베탈리스,,,,,,,,,,,,,,
201783,액션히어로 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
199024,앰뷸런스 : 네이버 영화,스릴러,15세 관람가, 2021.11.25,7.23,13,클로틸드 헤스메,,,,,,,,,,,,,,
194820,어 굿 맨 : 네이버 영화,드라마,15세 관람가, 2021.11.18,7,20,노에미 메를랑,조용한 섬마을에서 함께 살고 있는 ‘벤자민’과 ‘오드’는<br/>서로를 유일하게 이해하는 6년 차 연인이다.<br/><br/>가정을 꾸리고 싶은 두 사람은 아이를 갖기 위해 노력하지만,,,,,,,,,,,,,
196055,어니스트 씨프 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
195691,어른들은 몰라요 : 네이버 영화,드라마,청소년 관람불가, 2021.04.15,4.61,1,,,,,,,,,,,,,,,
191907,어시스턴트 : 네이버 영화,드라마,12세 관람가, 2021.09.16,8.19,27,줄리아 가너,꿈에 그리던 영화사에서<br/>보조 직원으로 일하게 된 ‘제인’<br/><br/>어떤 일도 능숙하게 처리하는<br/>그녀의 일상은 평범해 보이지만,,,,,,,,,,,,,
194327,어쌔신 게임 : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
199391,어쌔신 프리스트 벡맨 : 네이버 영화,액션,15세 관람가, 2021.05.05,,,데이빗 A.R. 화이트,,,,,,,,,,,,,,
203466,어썰트 33 : 네이버 영화,액션,15세 관람가, 2021.04.22,,,숀 패트릭 프레너리,,,,,,,,,,,,,,
186107,어웨이 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
208876,어쩌다 유모! : 네이버 영화,코미디,12세 관람가, 2021.12.16,,,,은퇴 후 자유로운 생활을 꿈꾸던 세 황혼들!<br/>노년의 현실이 이상과 다르다는 것을 깨닫고<br/>조부모 대행 서비스에 등록해<br/>새로운 ‘유모’로서의 삶을 시작하게 되는데…,,,,,,,,,,,,,
197460,어처구니 없는 : 네이버 영화,미스터리,,,,,,,,,,,,,,,,,,,
172200,억남 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
189569,언더그라운드 : 네이버 영화,다큐멘터리,12세 관람가, 2021.08.19,7.62,8,,모두가 잰걸음으로 땅 위 삶을 향해 지하를 거쳐만 갈 때<br/>'언더그라운드'에는 이 반듯한 공간을 움직이는 사람들이 있다<br/><br/>오늘도 시끄럽게만 돌아가는 세상 아래<br/>지하에서의 삶은 어떠한지 그들에게 다가간다<br/><br/>도시를 지탱하는 지하의 노선도,,,,,,,,,,,,,
210807,언포기버블 : 네이버 영화,드라마,15세 관람가, 2021.11.24,9.08,624,산드라 블록,,,,,,,,,,,,,,
201683,언힐러 : 네이버 영화,SF,,,,,,,,,,,,,,,,,,,
208883,에이펙스 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
182737,엑소시즘: 악령의 눈동자 : 네이버 영화,공포,청소년 관람불가, 2021.09.08,,,리암 폭스,,,,,,,,,,,,,,
195587,엔드리스 : 네이버 영화,판타지,,,,,,,,,,,,,,,,,,,
210282,엔칸토: 마법의 세계 : 네이버 영화,애니메이션,전체 관람가, 2021.11.24,8.26,2,,,,,,,,,,,,,,,
185358,엘레강스 에스코트 : 네이버 영화,멜로/로맨스,15세 관람가, 2021.09.02,,,에밀리 피포니어,,,,,,,,,,,,,,
193096,엘프 : 네이버 영화,애니메이션,전체 관람가, 2021.02.10,8.5,24,손선영,,,,,,,,,,,,,,
187849,여고괴담 여섯번째 이야기 : 모교 : 네이버 영화,미스터리,,,,,,,,,,,,,,,,,,,
207364,여름날 우리 : 네이버 영화,멜로/로맨스,,,,,,,,,,,,,,,,,,,
210932,여타짜 : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
196809,연애 빠진 로맨스 : 네이버 영화,멜로/로맨스,,,,,,,,,,,,,,,,,,,
203721,열아홉 : 네이버 영화,드라마,15세 관람가, 2021.06.30,7.2,25,손영주,,,,,,,,,,,,,,
201950,영면 : 네이버 영화,드라마,12세 관람가, 2021.07.01,,,성승택,,,,,,,,,,,,,,
194400,영안실,,,,,,,,,,,,,,,,,,,,
201724,영화의 거리 : 네이버 영화,멜로/로맨스,,,,,,,, 첫눈에 반한<br/>* 여자 주인공: 로케이션매니저, 사이다녀, 능력녀, 유쾌녀, 우월녀<br/>* 남자 주인공: 영화감독, 츤데레남, 뇌섹남, 능력남, 계략남, 후회남<br/>* 이럴 때 보자: 헤어진 연인이 일로 만난 사이가 된 리얼 이불킥 로맨스가 보고 싶을 때<br/>* 공감 대사: “니 진짜 사람 속 헤집어놓는데 뭐 있네. 여기 왜 다시 왔는데”<br/>“일단 사적인 감정은 배제하고 일한 땐, 일하자”,
194347,오늘,,,,,,,,,,,,,,,,,,,,
168074,오필리아 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
66274,옥스포드 살인사건 : 네이버 영화,범죄,,,,,,,,,,,,,,,,,,,
201748,온 더 로드 : 네이버 영화,다큐멘터리,전체 관람가, 2021.07.21,,,김재중,그룹 JYJ 출신 가수 겸 연기자인 김재중의 이야기를 다룬 다큐멘터리,,,,,,,,,,,,,
210272,올 어바웃 섹스 : 네이버 영화,드라마,청소년 관람불가, 2021.10.28,,,,세이지,,,,,,,,,,,,,
200065,올드 : 네이버 영화,스릴러,,,,,,,,,,,,,,,,,,,
190748,올리버 색스: 그의 생애 : 네이버 영화,다큐멘터리,12세 관람가, 2021.08.26,6.83,6,올리버 색스,,,,,,,,,,,,,,
205285,와인 패밀리 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
200051,와일드 마운틴 타임 : 네이버 영화,멜로/로맨스,12세 관람가,,,,,,,,,,,,,,,,,,
188470,완벽한 가족 : 네이버 영화,드라마,15세 관람가, 2021.01.06,7.18,67,수잔 서랜든,,,,,,,,,,,,,,
209647,왕십리 김종분 : 네이버 영화,다큐멘터리,12세 관람가, 2021.11.11,9.11,36,김종분,,,,,,,,,,,,,,
201682,왼팔의복서 닉 : 네이버 영화,드라마,15세 관람가, 2021.12.09,7.6,5,코디 크리스티앙,,,,,,,,,,,,,,
190455,요요현상 : 네이버 영화,다큐멘터리,전체 관람가, 2021.01.14,9.04,51,문현웅,,,,,,,,,,,,,,
207284,용과 주근깨 공주 : 네이버 영화,애니메이션,,,,,,,,,,,,,,,,,,,
201656,용루각2: 신들의 밤 : 네이버 영화,미스터리,15세 관람가, 2021.02.10,,,지일주,,,,,,,,,,,,,,
188466,우리,,,,,,,,,,,,,,,,,,,,
188195,우리는 매일매일 : 네이버 영화,다큐멘터리,12세 관람가, 2021.06.30,7.86,160,허은주,,,,,,,,,,,,,,
201675,우리는 이별에 서툴러서 : 네이버 영화,드라마,,,,,,,, 그 모습을 멀리서 보고 오해한 혁이가 동익에게 날라차기를 하는데..<br/><br/>4. 헬로하와유<br/>어머니 가게인 코인노래방에서 자가격리 중인 지안에게 10년 만난 남자친구 동훈 이 찾아온다. 노래방 유리 사이로 서로의 오해를 풀고 다시 사랑하게 된다.,,,,,,,,,,,
197069,울림의 탄생 : 네이버 영화,다큐멘터리,전체 관람가, 2021.10.21,9.18,22,임선빈,,,,,,,,,,,,,,
154286,워 위드 그랜파 : 네이버 영화,코미디,12세 관람가,,,,,,,,,,,,,,,,,,
203102,워 히어로: 솔져 오브 갓 : 네이버 영화,액션,15세 관람가, 2021.04.19,,,제리 체서,영화 '포레스트 검프' 주인공 이름의 모티브가 된 실존 인물인 네이선 베드퍼드 포레스트의 일생을 그린 영화.<br/>포레스트는 미국 남북전쟁 당시 남부 연합의 장군으로 전쟁에 참여해 맹활약을 펼친 역사적 인물이다.<br/>가난한 대장장이의 아들이었지만 타고난 리더십이 있었던 포레스트는<br/>1861년 남부 연합군에 입대 후 곧 지휘관의 자리에 오르게 된다.<br/>다른 장교들과는 달리 늘 기발한 전술과 전략을 구사하며 '안장 위의 마법사'라는 별명까지 얻었던 포레스트.<br/>미국 남북전쟁의 숨은 영웅이었던 그의 이야기를 영화로 만나보자,,,,,,,,,,,,,
191927,워스 : 네이버 영화,드라마,12세 관람가, 2021.07.21,8.53,55,마이클 키튼,,,,,,,,,,,,,,
195159,원타치 : 네이버 영화,액션,청소년 관람불가, 2021.02.18,,,미모토 마사노리,,,,,,,,,,,,,,
168091,원티드 킬러 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
202361,웨이 다운 : 네이버 영화,액션,,,,,,,, 픽서, 그리고 해커, 5명의 팀원들과 함께 동전을 되찾아야 한다.,,,,,,,,,
191926,웬디 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
201204,웬디고: 전설의 몬스터 : 네이버 영화,공포,15세 관람가, 2021.01.25,,,,결혼을 앞둔 애덤과 그의 친구 거스는 총각 파티를 대신해 하이킹에 나선다.<br/>본격적인 하이킹을 시작하기 전날 묵은 숙소에서 거스는 이상한 그림을 발견하고,,,,,,,,,,,,,
143411,위험한 정사 2 : 네이버 영화,미스터리,,,,,,,,,,,,,,,,,,,
189771,윙스 오버 에베레스트 : 네이버 영화,액션,15세 관람가, 2021.09.30,,,장징추,,,,,,,,,,,,,,
197447,유공자 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
196372,유다 그리고 블랙 메시아 : 네이버 영화,드라마,15세 관람가, 2021.04.22,7.31,109,다니엘 칼루야,,,,,,,,,,,,,,
196053,유어 아이즈 텔 : 네이버 영화,멜로/로맨스,15세 관람가, 2021.03.11,9.46,99,요시타카 유리코,,,,,,,,,,,,,,
182362,유체이탈자 : 네이버 영화,액션,15세 관람가, 2021.11.24,7.51,3,,,,<br/>자신을 찾기 위한 사투를 시작하는데…<br/><br/>진짜 나를 찾기 위한 본능적 액션이 시작된다!<br/><br/>2021 Trieste Science+Fiction Festival<br/>2021 Mayhem Film Festival<br/>2021 London East Asia Film Festival CLOSING GALA,,,,,,,,,,,
201272,은혼 더 파이널 : 네이버 영화,애니메이션,15세 관람가, 2021.07.22,9.32,285,스기타 토모카즈,,,,,,,,,,,,,,
194889,이 안에 외계인이 있다 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
203465,이번엔 잘 되겠지 : 네이버 영화,코미디,15세 관람가, 2021.07.08,8.78,105,윤다훈,,,,,,,,,,,,,,
211286,이상존재 : 네이버 영화,공포,15세 관람가, 2021.12.09,4.3,196,유세윤,,,,,,,,,,,,,,
191548,이스케이프 룸 2: 노 웨이 아웃 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
198234,이스케이프 큐브 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
184311,이터널스 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
191631,인 더 하이츠 : 네이버 영화,뮤지컬,12세 관람가, 2021.06.30,7.95,641,안소니 라모스,,,,,,,,,,,,,,
186237,인생게임 : 네이버 영화,드라마,12세 관람가, 2021.12.30,,,송용진,,,,,,,,,,,,,,
200286,인싸 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
185614,인질 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
194907,인천스텔라 : 네이버 영화,SF,,,,,,,,,,,,,,,,,,,
154259,인투 더 미러 : 네이버 영화,SF,,,,,,,,,,,,,,,,,,,
202541,인트로덕션 : 네이버 영화,,12세 관람가, 2021.05.27,7.22,129,신석호,,,,,,,,,,,,,,
194790,일론 머스크: 리얼 아이언맨 : 네이버 영화,다큐멘터리,전체 관람가, 2021.02.11,,,엘론 머스크,,,,,,,,,,,,,,
201838,일루셔니스트 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
122154,잃어버린 아이들 : 네이버 영화,드라마,12세 관람가, 2021.04.08,,,유덕화,,,,,,,,,,,,,,
202382,잃어버린 얼굴 1895 : 네이버 영화,뮤지컬,전체 관람가, 2021.02.24,,,차지연,,,,,,,,,,,,,,
167721,자마 : 네이버 영화,드라마,15세 관람가, 2021.08.26,6.76,38,다니엘 기메네즈 카쵸,18세기 말 스페인 식민지 남미의 한 벽지.<br/>치안판사 자마는 스페인 국왕의 전근 발령을 초조하게 기다리지만 몇 년째 감감무소식이다.<br/>“비쿠냐 포르토” 라는 도적떼에 대한 소문이 지역 사회를 공포에 몰아넣는 가운데,,,,,,,,,,,,,
186118,자메이카의 소울: 이나 데 야드 : 네이버 영화,다큐멘터리,12세 관람가, 2021.07.14,9,3,,오래된 레코드판이 가득한 집 앞 마당,,,,,,,,,,,,,
189075,자산어보 : 네이버 영화,드라마,12세 관람가, 2021.03.31,9.34,3,,,,,,,,,,,,,,,
186238,작은 방안의 소녀 : 네이버 영화,가족,,,,,,,,,,,,,,,,,,,
201837,작전: 라스트 어썰트 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
188768,잘리카투 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
185264,장르만 로맨스 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
194663,저승보다 낯선 : 네이버 영화,드라마,15세 관람가, 2021.06.30,,,여균동,,,,,,,,,,,,,,
201839,저주받은 자들 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
205965,적과의 동침 : 네이버 영화,스릴러,,,,,,,,,,,,,,,,,,,
206594,적인걸: 나찰의 비밀 : 네이버 영화,액션,12세 관람가, 2021.07.09,,,양공여,당나라 황궁에서 복을 기원하는 칠묘 대전이 열리는 날,,,,,,,,,,,,,
201920,적호서생 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
205161,전야 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
184320,전주에서 길을 묻다 : 네이버 영화,드라마,12세 관람가, 2021.06.01,7.55,11,강양은,,,,,,,,,,,,,,
191958,점보 : 네이버 영화,드라마,15세 관람가, 2021.05.05,,,노에미 메를랑,,,,,,,,,,,,,,
179406,정글 크루즈 : 네이버 영화,액션,,,,,,,,,,,,,,,,,,,
193043,정말 먼 곳 : 네이버 영화,드라마,12세 관람가, 2021.03.18,7.98,130,강길우,,,,,,,,,,,,,,
201949,정브르의 동물일기 : 네이버 영화,다큐멘터리,전체 관람가, 2021.02.24,,,,90만 생물 크리에이터 정브르!<br/>어릴적부터 동물을 사랑한 정브르가 동물원의 일일사육사가<br/>되어 동물들을 만나게 된다.<br/>코끼리의 똥을 사랑하는 사자,,,,,,,,,,,,,
126531,정사4-위험한 사랑 : 네이버 영화,드라마,,,,,,,,,,,,,,,,,,,
201802,정사: 서로 다른 욕망 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
168020,제이티 르로이 : 네이버 영화,드라마,15세 관람가, 2021.01.21,8.28,40,크리스틴 스튜어트,,,,,,,,,,,,,,
195970,조제,,,,,,,,,,,,,,,,,,,,
197487,족벌 두 신문 이야기 : 네이버 영화,다큐멘터리,12세 관람가, 2021.01.01,8.82,436,,앞잡이<br/>1985년 동아일보와 조선일보는 느닷없이 ‘친일 공방’을 벌인다. 누가 더 ‘친일지’고 ‘민족지’인지 다투는 이전투구였다. 두 신문이 한사코 감추려 한 ‘일제의 앞잡이’ 역사를 추적한다.<br/><br/>밤의 대통령<br/>일제가 가고 두 신문 앞에 새로운 권력이 나타났다. 이들은 박정희,,,,,,,,,,,,,
182829,존 도우 : 네이버 영화,공포,,,,,,,,,,,,,,,,,,,
205981,졸트 : 네이버 영화,액션,15세 관람가, 2021.10.14,5.83,47,케이트 베킨세일,,,,,,,,,,,,,,
194886,좀비크러쉬: 헤이리 : 네이버 영화,코미디,,,,,,,,,,,,,,,,,,,
198622,종착역 : 네이버 영화,드라마,전체 관람가, 2021.09.23,7.49,49,설시연,,,,,,,,,,,,,,
198304,좋은 빛,,,,,,,,, 투쟁하게 했던 국가 폭력의 기억은 이제 시대를 넘어 우리 다음 세대에게 전달돼 추모와 애도의 현재적 의미를 다지고, 우리가 정립해나가고자 하는 미래로 향해, 분명 더 좋은 빛과 더 좋은 공기가 될 것이다.,,,,,,,,,
